340|E|18|36|43|0.339|0.343|23.4|15.2|W|1012.15|Y|15.2||||
341|E|18|36|44|0.339|0.343|22.8|14.6|W|1012.15|Y|14.6||||
342|E|18|36|45|0.339|0.343|22.8|14.8|W|1012.05|Y|14.8||||
343|E|18|35|45|0.339|0.343|23.2|14.8|W|1012|Y|14.8||||
344|E|18|36|39|0.339|0.343|24.2|15.6|W|1012.25|Y|15.6||||
345|E|18|36|40|0.339|0.343|23.8|15.2|W|1012.3|Y|15.2||||
346|E|18|36|41|0.339|0.343|23.6|15.2|W|1012.3|Y|15.2||||
347|E|18|36|42|0.339|0.343|23.6|15.2|W|1012.25|Y|15.2||||
348|E|18|36|34|0.339|0.343|23.6|15.4|W|1012.9|Y|15.4||||
349|E|18|36|38|0.339|0.343|23.2|15|W|1012.5|Y|15||||
350|E|18|37|38|0.339|0.343|23.8|15.2|W|1013.45|Y|15.2||||
351|E|18|37|34|0.339|0.343|24.8|15.9|W|1013.35|Y|15.9||||
352|E|18|37|42|0.339|0.343|23.2|15.2|W|1014|Y|15.2||||
353|E|18|37|41|0.339|0.343|23.2|15|W|1013.95|Y|15||||
354|E|18|37|40|0.339|0.343|23.6|15|W|1013.75|Y|15||||
355|E|18|37|39|0.339|0.343|24.4|15.8|W|1013.5|Y|15.8||||
356|E|18|38|45|0.339|0.343|23.2|14.8|W|1014.8|Y|14.8||||
357|E|18|37|45|0.339|0.343|23.2|15|W|1014.45|Y|15||||
358|E|18|37|44|0.339|0.343|23|14.8|W|1014.45|Y|14.8||||
359|E|18|37|43|0.339|0.343|23.4|15.2|W|1014|Y|15.2||||
360|E|18|38|41|0.339|0.343|22.2|14.4|W|1015.4|Y|14.4||||
361|E|18|38|42|0.339|0.343|23.4|15.2|W|1015.4|Y|15.2||||
362|E|18|38|43|0.339|0.343|23.4|15|W|1015.1|Y|15||||
363|E|18|38|44|0.339|0.343|23.2|15.2|W|1014.95|Y|15.2||||
364|E|18|38|36|0.339|0.343|22.2|14.6|W|1015.55|Y|14.6||||
365|E|18|38|37|0.339|0.343|21.8|14.2|W|1015.5|Y|14.2||||
366|E|18|38|39|0.339|0.343|21.8|14.2|W|1015.5|Y|14.2||||
367|E|18|38|40|0.339|0.343|21.8|14.2|W|1015.3|Y|14.2||||
368|E|18|39|35|0.339|0.343|20.2|13.2|W|1016.3|Y|13.2||||
369|E|18|39|34|0.339|0.343|20.4|13.6|W|1016.2|Y|13.6||||
370|E|18|38|34|0.339|0.343|21|13.8|W|1015.9|Y|13.8||||
371|E|18|38|35|0.339|0.343|21.2|13.8|W|1015.55|Y|13.8||||
372|E|18|39|40|0.339|0.343|19.4|13.2|W|1016.1|Y|13.2||||
373|E|18|39|38|0.339|0.343|19.8|13.2|W|1016.2|Y|13.2||||
374|E|18|39|37|0.339|0.343|19.8|14.2|W|1016.3|Y|14.2||||
375|E|18|39|36|0.339|0.343|19.6|13.8|W|1016.45|Y|13.8||||
376|E|18|39|44|0.339|0.343|19|14.4|W|1016.05|Y|14.4||||
377|E|18|39|43|0.339|0.343|18.8|12.8|W|1016.05|Y|12.8||||
378|E|18|39|42|0.339|0.343|19.2|13|W|1016.05|Y|13||||
379|E|18|39|41|0.339|0.343|18.8|12.6|W|1016|Y|12.6||||
380|E|19|7|10|0.239|0.264|39|25|R|1005|Y||25|||
381|E|19|7|11|0.239|0.264|39|25|R|1005|Y||25|||
382|E|19|7|12|0.239|0.264|39.5|25|R|1005|Y||25|||
383|E|19|7|13|0.239|0.264|39|25|R|1006|Y||25|||
384|E|19|7|14|0.239|0.264|38.5|25|R|1006|Y||25|||
385|E|19|7|15|0.239|0.264|39|25|R|1006|Y||25|||
386|E|19|7|16|0.239|0.264|39|25|R|1006|Y||25|||
387|E|19|7|17|0.239|0.264|39|25|R|1006|Y||25|||
389|E|19|8|16|0.239|0.264|39|25|R|1006|Y||25|||
390|E|19|8|15|0.239|0.264|38|25|R|1005|Y||25|||
391|E|19|8|14|0.239|0.264|38|25|R|1005|Y||25|||
392|E|19|8|13|0.239|0.264|39|25|R|1005|Y||25|||
393|E|19|8|12|0.239|0.264|40|25|R|1005|Y||25|||
394|E|19|8|11|0.239|0.264|39|25|R|1005|Y||25|||
395|E|19|8|10|0.239|0.264|39|25|R|1005|Y||25|||
417|E|21|7|10|0.261|0.145|39|25|D|1033|Y|||||
418|E|21|7|11|0.261|0.145|39|25|D|1033|Y|||||
419|E|21|7|12|0.261|0.145|39|25|D|1033|Y|||||
420|E|21|7|13|0.261|0.145|39|25|D|1033|Y|||||
421|E|21|7|14|0.261|0.145|39|25|D|1033|Y|||||
422|E|21|7|15|0.261|0.145|39|25|D|1033|Y|||||
423|E|21|7|16|0.261|0.145|39|25|D|1033|Y|||||
424|E|21|7|17|0.261|0.145|39|25|D|1033|Y|||||
425|E|21|8|17|0.261|0.145|39|25|D|1033|Y|||||
426|E|21|8|16|0.261|0.145|39|25|D|1033|Y|||||
427|E|21|8|15|0.261|0.145|39|25|D|1033|Y|||||
428|E|21|8|14|0.261|0.145|40|25|D|1032|Y|||||
429|E|21|8|13|0.261|0.145|40|25|D|1032|Y|||||
430|E|21|8|12|0.261|0.145|40|25|D|1032|Y|||||
431|E|21|8|11|0.261|0.145|40|25|D|1032|Y|||||
432|E|21|8|10|0.261|0.145|40|25|D|1032|Y|||||
450|E|23|7|10|0.238|0.238|0|0|D|0|N|||||
451|E|23|7|11|0.238|0.238|0|0|D|0|N|||||
452|E|23|7|12|0.238|0.238|0|0|D|0|N|||||
453|E|23|7|13|0.238|0.238|0|0|D|0|N|||||
454|E|23|7|14|0.238|0.238|0|0|D|0|N|||||
455|E|23|7|15|0.238|0.238|0|0|D|0|N|||||
456|E|23|7|16|0.238|0.238|0|0|D|0|N|||||
457|E|23|7|17|0.238|0.238|0|0|D|0|N|||||
458|E|23|8|17|0.238|0.238|0|0|D|0|N|||||
459|E|23|8|16|0.238|0.238|0|0|D|0|N|||||
460|E|23|8|15|0.238|0.238|0|0|D|0|N|||||
461|E|23|8|14|0.238|0.238|0|0|D|0|N|||||
462|E|23|8|13|0.238|0.238|0|0|D|0|N|||||
463|E|23|8|12|0.238|0.238|0|0|D|0|N|||||
464|E|23|8|11|0.238|0.238|0|0|D|0|N|||||
465|E|23|8|10|0.238|0.238|0|0|D|0|N|||||
466|E|24|7|10|0.237|0.17|34|50|D|1020|Y|||||
467|E|24|7|11|0.237|0.17|34|50|D|1020|Y|||||
468|E|24|7|12|0.237|0.17|34|50|D|1020|Y|||||
469|E|24|7|13|0.237|0.17|34|50|D|1020|Y|||||
470|E|24|7|14|0.237|0.17|34|50|D|1020|Y|||||
471|E|24|7|15|0.237|0.17|34|50|D|1020|Y|||||
472|E|24|7|16|0.237|0.17|34|50|D|1020|Y|||||
473|E|24|7|17|0.237|0.17|34|50|D|1020|Y|||||
474|E|24|8|17|0.237|0.17|34|50|D|1020|Y|||||
475|E|24|8|16|0.237|0.17|34|50|D|1020|Y|||||
476|E|24|8|15|0.237|0.17|34|50|D|1020|Y|||||
477|E|24|8|14|0.237|0.17|34|50|D|1020|Y|||||
478|E|24|8|13|0.237|0.17|34|50|D|1020|Y|||||
479|E|24|8|12|0.237|0.17|34|50|D|1020|Y|||||
480|E|24|8|11|0.237|0.17|34|50|D|1020|Y|||||
481|E|24|8|10|0.237|0.17|34|50|D|1020|Y|||||
482|E|25|7|10|0.237|0.175|33|50|D|1020|Y|||||
483|E|25|7|11|0.237|0.175|33|50|D|1020|Y|||||
484|E|25|7|12|0.237|0.175|33|50|D|1020|Y|||||
485|E|25|7|13|0.237|0.175|33|50|D|1020|Y|||||
486|E|25|7|14|0.237|0.175|33|50|D|1020|Y|||||
487|E|25|7|15|0.237|0.175|33|50|D|1020|Y|||||
488|E|25|7|16|0.237|0.175|33|50|D|1020|Y|||||
489|E|25|7|17|0.237|0.175|33|50|D|1020|Y|||||
490|E|25|8|17|0.237|0.175|33|50|D|1020|Y|||||
491|E|25|8|16|0.237|0.175|33|50|D|1020|Y|||||
