6|2|1|1|10.394|0|0|0|0|0|0|0
7|2|2|2|10.326|-0.002|0|0|0|0|0|0
8|2|3|3|10.229|0|0|0|0|0|0|0
9|2|4|4|10.216|-0.008|0|0|0|0|0|0
10|2|5|5|9.934|-0.0185|0|0|0|0|0|0
11|2|6|6|10.355|-0.0075|0|0|0|0|0|0
12|2|7|7|10.309|0.0055|0|0|0|0|0|0
13|2|8|8|10.433|-0.003|0|0|0|0|0|0
14|2|9|9|10.728|0.006|0|0|0|0|0|0
15|2|10|10|11.146|-0.012|0|0|0|0|0|0
16|2|11|11|11.605|-0.006|0|0|0|0|0|0
17|2|12|12|11.825|0|0|0|0|0|0|0
18|3|1|1|377.832|0|0|0|0|0|0|0
19|3|2|2|377.718|0|0|0|0|0|0|0
20|3|3|3|377.654|0|0|0|0|0|0|0
21|3|4|4|376.958|0|0|0|0|0|0|0
22|3|5|5|376.27|0|0|0|0|0|0|0
23|3|6|6|375.197|0|0|0|0|0|0|0
24|3|7|7|374.04|0|0|0|0|0|0|0
25|3|8|8|373.144|0|0|0|0|0|0|0
85|6|1|1|377.832|0|0|0|0|0|0|0
86|6|2|2|377.718|0|0|0|0|0|0|0
87|6|3|3|377.654|0|0|0|0|0|0|0
88|6|4|4|376.958|0|0|0|0|0|0|0
89|6|5|5|376.27|0|0|0|0|0|0|0
90|6|6|6|375.197|0|0|0|0|0|0|0
91|6|7|7|374.04|0|0|0|0|0|0|0
92|6|8|8|373.144|0|0|0|0|0|0|0
93|7|1|1|10.394|0|0|0|0|0|0|0
94|7|2|2|10.326|-0.002|0|0|0|0|0|0
95|7|3|3|10.229|0|0|0|0|0|0|0
96|7|4|4|10.216|-0.008|0|0|0|0|0|0
97|7|5|5|9.934|-0.0185|0|0|0|0|0|0
98|7|6|6|10.355|-0.0075|0|0|0|0|0|0
99|7|7|7|10.309|0.0055|0|0|0|0|0|0
100|7|8|8|10.433|-0.003|0|0|0|0|0|0
101|7|9|9|10.728|0.006|0|0|0|0|0|0
102|7|10|10|11.146|-0.012|0|0|0|0|0|0
103|7|11|11|11.605|-0.006|0|0|0|0|0|0
104|7|12|12|11.825|0|0|0|0|0|0|0
121|10|1|1|377.832|0|0|0|0|0|0|0
122|10|2|2|377.718|0|0|0|0|0|0|0
123|10|3|3|377.654|0|0|0|0|0|0|0
124|10|4|4|376.958|0|0|0|0|0|0|0
125|10|5|5|376.27|0|0|0|0|0|0|0
126|10|6|6|375.197|0|0|0|0|0|0|0
127|10|7|7|374.04|0|0|0|0|0|0|0
128|10|8|8|373.144|0|0|0|0|0|0|0
130|11|2|2|10.326|-0.002|0|0|0|0|0|0
132|11|4|4|10.216|-0.008|0|0|0|0|0|0
134|11|6|6|10.355|-0.0075|0|0|0|0|0|0
136|11|8|8|10.433|-0.003|0|0|0|0|0|0
138|11|10|10|11.146|-0.012|0|0|0|0|0|0
140|11|12|12|11.825|0|0|0|0|0|0|0
142|12|2|2|377.718|0|0|0|0|0|0|0
144|12|4|4|376.958|0|0|0|0|0|0|0
146|12|6|6|375.197|0|0|0|0|0|0|0
149|13|1|1|377.832|0|0|0|0|0|0|0
150|13|2|2|377.718|0|0|0|0|0|0|0
151|13|3|3|377.654|0|0|0|0|0|0|0
152|13|4|4|376.958|0|0|0|0|0|0|0
153|13|5|5|376.27|0|0|0|0|0|0|0
154|13|6|6|375.197|0|0|0|0|0|0|0
155|13|7|7|374.04|0|0|0|0|0|0|0
156|13|8|8|373.144|0|0|0|0|0|0|0
157|14|1|1|10.394|0|0|0|0|0|0|0
158|14|2|2|10.326|-0.002|0|0|0|0|0|0
159|14|3|3|10.229|0|0|0|0|0|0|0
160|14|4|4|10.216|-0.008|0|0|0|0|0|0
161|14|5|5|9.934|-0.0185|0|0|0|0|0|0
162|14|6|6|10.355|-0.0075|0|0|0|0|0|0
163|14|7|7|10.309|0.0055|0|0|0|0|0|0
164|14|8|8|10.433|-0.003|0|0|0|0|0|0
165|14|9|9|10.728|0.006|0|0|0|0|0|0
166|14|10|10|11.146|-0.012|0|0|0|0|0|0
167|14|11|11|11.605|-0.006|0|0|0|0|0|0
168|14|12|12|11.825|0|0|0|0|0|0|0
169|15|1|1|10|0|0|0|0|0|0|0
170|15|2|2|9.9799|-1.9E-6|0|0|0|0|0|0
171|15|3|3|9.9925|1.5E-6|0|0|0|0|0|0
172|15|4|4|9.9847|1.1E-6|0|0|0|0|0|0
173|15|5|5|9.9483|0|0|0|0|0|0|0
174|16|1|1|10|0|0|0|0|0|0|0
175|16|2|2|9.9799|-1.9E-6|0|0|0|0|0|0
176|16|3|3|9.9925|1.5E-6|0|0|0|0|0|0
177|16|4|4|9.9847|1.1E-6|0|0|0|0|0|0
178|16|5|5|9.9483|0|0|0|0|0|0|0
207|20|1|1|10.394|0|||0|0|0|0
208|20|2|2|10.326|-0.002|||0|0|0|0
209|20|3|3|10.229|0|||0|0|0|0
210|20|4|4|10.216|-0.008|||0|0|0|0
211|20|5|5|9.934|-0.0185|||0|0|0|0
212|20|6|6|10.355|-0.0075|||0|0|0|0
213|20|7|7|10.309|0.0055|||0|0|0|0
214|20|8|8|10.433|-0.003|||0|0|0|0
215|20|9|9|10.728|0.006|||0|0|0|0
216|20|10|10|11.146|-0.012|||0|0|0|0
217|20|11|11|11.605|-0.006|||0|0|0|0
218|20|12|12|11.825|0|||0|0|0|0
232|22|1|1|1|0|||0|0|0|0
233|22|2|2|1|0|||0|0|0|0
234|22|3|3|1|0|||0|0|0|0
235|22|4|4|1|0|||0|0|0|0
236|22|5|5|1|0|||0|0|0|0
237|22|6|6|1|0|||0|0|0|0
238|22|7|7|1|0|||0|0|0|0
239|22|8|8|1|0|||0|0|0|0
240|22|9|9|1|0|||0|0|0|0
241|22|10|10|1|0|||0|0|0|0
242|22|11|11|1|0|||0|0|0|0
243|22|12|12|1|0|||0|0|0|0
244|22|13|13|1|0|||0|0|0|0
265|25|1|1|377.832|0|||0|0|0|0
266|25|2|2|377.718|0|||0|0|0|0
267|25|3|3|377.654|0|||0|0|0|0
268|25|4|4|376.958|0|||0|0|0|0
269|25|5|5|376.27|0|||0|0|0|0
270|25|6|6|375.197|0|||0|0|0|0
271|25|7|7|374.04|0|||0|0|0|0
272|25|8|8|373.144|0|||0|0|0|0
273|26|1|1|10.394|0|||0|0|0|0
274|26|2|2|10.326|-0.002|||0|0|0|0
275|26|3|3|10.229|0|||0|0|0|0
276|26|4|4|10.216|-0.008|||0|0|0|0
277|26|5|5|9.934|-0.0185|||0|0|0|0
278|26|6|6|10.355|-0.0075|||0|0|0|0
279|26|7|7|10.309|0.0055|||0|0|0|0
280|26|8|8|10.433|-0.003|||0|0|0|0
281|26|9|9|10.728|0.006|||0|0|0|0
282|26|10|10|11.146|-0.012|||0|0|0|0
283|26|11|11|11.605|-0.006|||0|0|0|0
284|26|12|12|11.825|0|||0|0|0|0
297|28|1|1|10.394|0|||0|0|0|0
298|28|2|2|10.326|-0.002|||0|0|0|0
299|28|3|3|10.229|0|||0|0|0|0
300|28|4|4|10.216|-0.008|||0|0|0|0
301|28|5|5|9.934|-0.0185|||0|0|0|0
302|28|6|6|10.355|-0.0075|||0|0|0|0
303|28|7|7|10.309|0.0055|||0|0|0|0
304|28|8|8|10.433|-0.003|||0|0|0|0
305|28|9|9|10.728|0.006|||0|0|0|0
306|28|10|10|11.146|-0.012|||0|0|0|0
307|28|11|11|11.605|-0.006|||0|0|0|0
308|28|12|12|11.825|0|||0|0|0|0
329|31|1|1|377.862|0|||0|0|0|0.002
330|31|2|2|377.751|0|||0|0|0|0.002
331|31|3|3|377.684|-0.002|||0|0|0|0.002
332|31|4|4|376.987|-0.006|||0|0|0|0.002
333|31|5|5|376.3|-0.01|||0|0|0|0.002
334|31|6|6|375.229|0|||0|0|0|0.002
335|31|7|7|374.045|0.003|||0|0|0|0.002
336|31|8|8|373.149|0|||0|0|0|0.002
337|32|1|1|10.395|0|||0|0|0|0
338|32|2|2|10.326|0.004|||0|0|0|0
339|32|3|3|10.229|0.005|||0|0|0|0
340|32|4|4|10.216|-0.006|||0|0|0|0
341|32|5|5|9.932|-0.027|||0|0|0|0
342|32|6|6|10.353|-0.011|||0|0|0|0
343|32|7|7|10.306|0.007|||0|0|0|0
344|32|8|8|10.431|-0.007|||0|0|0|0
345|32|9|9|10.725|0.005|||0|0|0|0
346|32|10|10|11.144|-0.015|||0|0|0|0
347|32|11|11|11.602|-0.008|||0|0|0|0
348|32|12|12|11.823|0|||0|0|0|0
349|33|1|1|10.395|0|||0|0|0|0
350|33|2|2|10.324|0.004|||0|0|0|0
351|33|3|3|10.227|0.006|||0|0|0|0
352|33|4|4|10.215|-0.004|||0|0|0|0
353|33|5|5|9.931|-0.028|||0|0|0|0
354|33|6|6|10.353|-0.008|||0|0|0|0
355|33|7|7|10.306|0.007|||0|0|0|0
356|33|8|8|10.431|-0.007|||0|0|0|0
357|33|9|9|10.725|0.002|||0|0|0|0
358|33|10|10|11.144|-0.015|||0|0|0|0
359|33|11|11A|11.605|0|||0|0|0|0
360|33|12|12|11.823|0|||0|0|0|0
361|34|1|1|377.862|0|||0|0|0|0.002
362|34|2|2|377.751|0|||0|0|0|0.002
363|34|3|3|377.684|-0.002|||0|0|0|0.002
364|34|4|4|376.987|-0.006|||0|0|0|0.002
365|34|5|5|376.3|-0.01|||0|0|0|0.002
366|34|6|6|375.229|0|||0|0|0|0.002
367|34|7|7|374.045|0.003|||0|0|0|0.002
368|34|8|8|373.149|0|||0|0|0|0.002
369|35|1|1|10.395|0|||0|0|0|0
370|35|2|2|10.324|0.004|||0|0|0|0
371|35|3|3|10.227|0.006|||0|0|0|0
372|35|4|4|10.215|-0.004|||0|0|0|0
373|35|5|5|9.931|-0.028|||0|0|0|0
374|35|6|6|10.353|-0.008|||0|0|0|0
375|35|7|7|10.306|0.007|||0|0|0|0
376|35|8|8|10.431|-0.007|||0|0|0|0
377|35|9|9|10.725|0.002|||0|0|0|0
378|35|10|10|11.144|-0.015|||0|0|0|0
379|35|11|11A|11.605|0|||0|0|0|0
380|35|12|12|11.823|0|||0|0|0|0
381|36|1|1|10.395|0|||0|0|0|0
382|36|2|2|10.324|0.004|||0|0|0|0
383|36|3|3|10.227|0.006|||0|0|0|0
384|36|4|4|10.215|-0.004|||0|0|0|0
385|36|5|5|9.931|-0.028|||0|0|0|0
386|36|6|6|10.353|-0.008|||0|0|0|0
387|36|7|7|10.306|0.007|||0|0|0|0
388|36|8|8|10.431|-0.007|||0|0|0|0
389|36|9|9|10.725|0.002|||0|0|0|0
390|36|10|10|11.144|-0.015|||0|0|0|0
391|36|11|11A|11.605|0|||0|0|0|0
392|36|12|12|11.823|0|||0|0|0|0
