801|201|527.8661
802|201|527.8662
803|201|527.866
804|201|527.8661
805|202|305.9114
806|202|305.9113
807|202|305.9112
808|202|305.9113
809|203|163.8644
810|203|163.8644
811|203|163.8642
812|203|163.8643
813|204|61.9137
814|204|61.9137
815|204|61.9137
816|204|61.9137
817|205|61.9943
818|205|61.9943
819|205|61.9943
820|205|61.9943
821|206|66.9979
822|206|66.9979
823|206|66.9979
824|206|66.9979
825|207|71.9895
826|207|71.9895
827|207|71.9895
828|207|71.9895
829|208|133.9033
830|208|133.9034
831|208|133.9035
832|208|133.9034
833|209|128.9118
834|209|128.9118
835|209|128.9118
836|209|128.9118
837|210|123.9082
838|210|123.9082
839|210|123.9082
840|210|123.9082
841|211|61.9135
842|211|61.9134
843|211|61.9135
844|211|61.9135
845|212|101.9502
846|212|101.9504
847|212|101.9504
848|212|101.9503
849|213|243.9971
850|213|243.997
851|213|243.9969
852|213|243.997
853|214|465.9513
854|214|465.9516
855|214|465.9516
856|214|465.9515
857|215|364.0018
858|215|364.0016
859|215|364.0017
860|215|364.0017
861|216|142.0465
862|216|142.0465
863|216|142.0463
864|216|142.0464
865|217|101.9504
866|217|101.9503
867|217|101.9503
868|217|101.9503
869|218|163.8636
870|218|163.8637
871|218|163.8636
872|218|163.8636
873|219|225.8584
874|219|225.8582
875|219|225.8582
876|219|225.8583
877|220|230.8619
878|220|230.8619
879|220|230.8618
880|220|230.8619
881|221|235.8534
882|221|235.8533
883|221|235.8534
884|221|235.8534
885|222|377.8992
886|222|377.8993
887|222|377.8994
888|222|377.8993
889|223|372.9079
890|223|372.908
891|223|372.9076
892|223|372.9078
893|224|367.904
894|224|367.904
895|224|367.9041
896|224|367.904
897|225|305.9098
898|225|305.9097
899|225|305.9098
900|225|305.9098
901|226|243.9962
902|226|243.9963
903|226|243.9964
904|226|243.9963
905|227|142.0462
906|227|142.0462
907|227|142.0463
908|227|142.0462
909|228|221.9555
910|228|221.9555
911|228|221.9556
912|228|221.9555
913|229|221.9553
914|229|221.9551
915|229|221.9552
916|229|221.9552
917|230|364.0012
918|230|364.0009
919|230|364.001
920|230|364.001
921|231|465.9501
922|231|465.9503
923|231|465.9506
924|231|465.9503
925|232|527.863
926|232|527.863
927|232|527.8626
928|232|527.8629
929|233|589.8568
930|233|589.8567
931|233|589.8567
932|233|589.8567
933|234|594.8607
934|234|594.8606
935|234|594.8605
936|234|594.8606
937|235|599.8516
938|235|599.8515
939|235|599.8515
940|235|599.8515
941|236|61.9942
942|236|61.9942
943|236|61.9942
944|236|61.9942
945|237|123.9077
946|237|123.9076
947|237|123.9076
948|237|123.9076
949|238|225.8576
950|238|225.8576
951|238|225.8576
952|238|225.8576
953|239|367.9037
954|239|367.9035
955|239|367.9032
956|239|367.9035
957|240|589.8562
958|240|589.8564
959|240|589.8568
960|240|589.8566
961|241|594.86
962|241|594.8602
963|241|594.86
964|241|594.8601
965|242|372.9068
966|242|372.907
967|242|372.9069
968|242|372.9069
969|243|230.8611
970|243|230.8609
971|243|230.861
972|243|230.861
973|244|128.9108
974|244|128.9109
975|244|128.9108
976|244|128.9108
977|245|66.9977
978|245|66.9977
979|245|66.9977
980|245|66.9977
981|246|71.9894
982|246|71.9894
983|246|71.9894
984|246|71.9894
985|247|133.9025
986|247|133.9026
987|247|133.9026
988|247|133.9026
989|248|235.8527
990|248|235.8526
991|248|235.8526
992|248|235.8526
993|249|377.8983
994|249|377.8982
995|249|377.8984
996|249|377.8983
997|250|599.8511
998|250|599.8509
999|250|599.8511
1000|250|599.851
1007|254|22.9681
1008|254|22.9681
1009|254|22.9681
1010|254|22.9681
1011|254|22.9681
1012|255|46.9604
1013|255|46.9604
1014|255|46.9604
1015|255|46.9604
1016|255|46.9605
1017|256|67.9574
1018|256|67.9573
1019|256|67.9573
1020|256|67.9574
1021|256|67.9573
1022|257|88.9672
1023|257|88.9671
1024|257|88.9671
1025|257|88.9671
1026|257|88.9671
1027|258|110.0143
1028|258|110.0143
1029|258|110.0142
1030|258|110.0143
1031|258|110.0143
1032|259|260.6818
1033|259|260.6817
1034|259|260.6817
1035|259|260.6817
1036|259|260.6818
1037|260|394.9473
1038|260|394.9473
1039|260|394.9474
1040|260|394.9474
1041|260|394.9473
1042|261|529.8942
1043|261|529.8942
1044|261|529.8942
1045|261|529.8942
1046|261|529.8942
1047|262|537.4936
1048|262|537.4935
1049|262|537.4936
1050|262|537.4936
1051|262|537.4934
1052|263|539.9915
1053|263|539.9915
1054|263|539.9916
1055|263|539.9916
1056|263|539.9915
1057|264|582.4867
1058|264|582.4869
1059|264|582.4866
1060|264|582.4869
1061|264|582.4868
1062|265|559.5187
1063|265|559.5185
1064|265|559.5187
1065|265|559.5187
1066|265|559.5187
1067|266|517.0234
1068|266|517.0233
1069|266|517.0233
1070|266|517.0236
1071|266|517.0237
1072|265|559.519
1073|265|559.5189
1074|265|559.519
1075|265|559.519
1076|265|559.519
1077|267|514.5254
1078|267|514.5255
1079|267|514.5254
1080|267|514.5255
1081|267|514.5254
1082|268|506.9262
1083|268|506.926
1084|268|506.9258
1085|268|506.9256
1086|268|506.9256
1087|269|371.9788
1088|269|371.9789
1089|269|371.9791
1090|269|371.979
1091|269|371.9792
1092|270|237.7134
1093|270|237.7133
1094|270|237.7133
1095|270|237.7134
1096|270|237.7134
1097|271|87.046
1098|271|87.046
1099|271|87.046
1100|271|87.0459
1101|271|87.0459
1102|272|65.9996
1103|272|65.9996
1104|272|65.9996
1105|272|65.9996
1106|272|65.9996
1107|273|44.9897
1108|273|44.9897
1109|273|44.9897
1110|273|44.9897
1111|273|44.9897
1112|274|23.9926
1113|274|23.9926
1114|274|23.9926
1115|275|22.9679
1116|275|22.9679
1117|275|22.9679
1118|276|46.9603
1119|276|46.9602
1120|276|46.9603
1121|277|23.9926
1122|277|23.9926
1123|277|23.9926
1124|278|20.9968
1125|278|20.9968
1126|278|20.9968
1127|279|42.0068
1128|279|42.0067
1129|279|42.0068
1130|280|63.0534
1131|280|63.0534
1132|280|63.0534
1133|281|213.7232
1134|281|213.7232
1135|281|213.7232
1136|281|213.7231
1137|282|347.989
1138|282|347.9889
1139|282|347.9889
1140|282|347.9889
1141|283|482.9362
1142|283|482.9362
1143|283|482.9362
1144|283|482.9363
1145|284|490.5356
1146|284|490.5357
1147|284|490.5359
1148|284|490.5357
1149|285|493.0341
1150|285|493.034
1151|285|493.0339
1152|285|493.0339
1153|286|535.5293
1154|286|535.5295
1155|286|535.5296
1156|286|535.5295
1157|287|514.536
1158|287|514.5362
1159|287|514.5359
1160|287|514.5358
1161|288|472.0403
1162|288|472.0403
1163|288|472.0402
1164|288|472.0402
1165|289|469.5418
1166|289|469.5417
1167|289|469.5417
1168|289|469.5419
1169|290|461.9427
1170|290|461.9428
1171|290|461.9427
1172|290|461.9429
1173|291|326.9949
1174|291|326.9948
1175|291|326.9947
1176|291|326.9948
1177|292|192.7292
1178|292|192.7292
1179|292|192.7292
1180|292|192.7292
1181|293|42.0571
1182|293|42.0571
1183|293|42.0571
1184|294|21.01
1185|294|21.01
1186|294|21.01
1187|295|20.9969
1188|295|20.9969
1189|295|20.9969
1190|296|44.9897
1191|296|44.9897
1192|296|44.9897
1193|297|67.9571
1194|297|67.9571
1195|297|67.9572
1196|298|88.9675
1197|298|88.9675
1198|298|88.9675
1199|299|65.9998
1200|299|65.9999
1201|299|65.9999
1202|300|42.0071
1203|300|42.0071
1204|300|42.0071
1205|301|21.0102
1206|301|21.0102
1207|301|21.0102
1208|302|21.0471
1209|302|21.0471
1210|302|21.0471
1211|303|171.7207
1212|303|171.7207
1213|303|171.7208
1214|304|305.9864
1215|304|305.9864
1216|304|305.9865
1217|305|440.9351
1218|305|440.9351
1219|305|440.9351
1220|305|440.9351
1221|306|448.5345
1222|306|448.5345
1223|306|448.5345
1224|306|448.5345
1225|307|451.033
1226|307|451.033
1227|307|451.033
1228|307|451.033
1229|308|493.5289
1230|308|493.5289
1231|308|493.5289
1232|308|493.5291
1233|309|472.4842
1234|309|472.4842
1235|309|472.4841
1236|310|429.9877
1237|310|429.9876
1238|310|429.9875
1239|311|427.489
1240|311|427.489
1241|311|427.489
1242|312|419.8894
1243|312|419.8893
1244|312|419.8892
1245|313|284.9399
1246|313|284.9399
1247|313|284.9398
1248|314|150.674
1249|314|150.674
1250|314|150.674
1251|315|21.0471
1252|315|21.0471
1253|315|21.0471
1254|316|42.0572
1255|316|42.0572
1256|316|42.0572
1257|317|63.0536
1258|317|63.0536
1259|317|63.0536
1260|318|87.0461
1261|318|87.0461
1262|318|87.0461
1263|319|110.0138
1264|319|110.0137
1265|319|110.0138
1266|320|260.6806
1267|320|260.6806
1268|320|260.6805
1269|321|582.4842
1270|321|582.4841
1271|321|582.4842
1272|322|493.5253
1273|322|493.5254
1274|322|493.5254
1275|323|514.5338
1276|323|514.5338
1277|323|514.5338
1278|324|535.527
1279|324|535.5271
1280|324|535.5271
1281|325|559.5165
1282|325|559.5165
1283|325|559.5164
1284|326|52.5934
1285|326|52.5934
1286|326|52.5934
1287|327|321.8053
1288|327|321.8052
1289|327|321.8053
1290|328|187.5414
1291|328|187.5415
1292|328|187.5415
1293|329|472.478
1294|329|472.478
1295|329|472.4781
1296|330|42.4954
1297|330|42.4954
1298|330|42.4953
1299|331|42.4954
1300|331|42.4954
1301|331|42.4954
1302|332|44.9941
1303|332|44.9941
1304|332|44.9941
1305|333|429.9825
1306|333|429.9825
1307|333|429.9825
1308|334|279.3098
1309|334|279.3099
1310|334|279.3097
1311|335|145.0458
1312|335|145.0458
1313|335|145.0459
1314|336|517.0203
1315|336|517.0202
1316|336|517.0202
1317|337|493.0309
1318|337|493.0309
1319|337|493.0309
1320|338|472.038
1321|338|472.0379
1322|338|472.0378
1323|339|451.0296
1324|339|451.0297
1325|339|451.0295
1326|340|490.5324
1327|340|490.5326
1328|340|490.5326
1329|341|514.5219
1330|341|514.5219
1331|341|514.5219
1332|342|537.4893
1333|342|537.4892
1334|342|537.4892
1335|343|539.9877
1336|343|539.9877
1337|343|539.9876
1338|344|276.8111
1339|344|276.8111
1340|344|276.8112
1341|345|427.4841
1342|345|427.484
1343|345|427.4839
1344|346|448.5309
1345|346|448.531
1346|346|448.5311
1347|347|469.5395
1348|347|469.5395
1349|347|469.5394
1350|348|44.9942
1351|348|44.9942
1352|348|44.9942
1353|349|142.5469
1354|349|142.5469
1355|349|142.5468
1356|350|134.9478
1357|350|134.9478
1358|350|134.9478
1359|351|52.5934
1360|351|52.5934
1361|351|52.5933
1362|352|461.9402
1363|352|461.9401
1364|352|461.9401
1365|353|440.9317
1366|353|440.9315
1367|353|440.9316
1368|354|419.8847
1369|354|419.8846
1370|354|419.8845
1371|355|269.212
1372|355|269.2119
1373|355|269.2119
1374|356|394.9447
1375|356|394.9447
1376|356|394.9448
1377|357|529.8903
1378|357|529.8905
1379|357|529.8904
1380|358|506.9227
1381|358|506.9228
1382|358|506.9228
1383|359|482.9335
1384|359|482.9336
1385|359|482.9336
1386|360|305.9846
1387|360|305.9847
1388|360|305.9845
1389|361|326.9934
1390|361|326.9933
1391|361|326.9934
1392|362|347.9873
1393|362|347.9873
1394|362|347.9873
1395|363|371.9769
1396|363|371.9767
1397|363|371.9769
1398|364|142.5479
1399|364|142.5477
1400|364|142.5478
1401|365|134.9485
1402|365|134.9485
1403|365|134.9486
1404|366|134.2651
1405|366|134.2651
1406|366|134.2652
1407|367|284.9378
1408|367|284.9377
1409|367|284.9376
1410|368|279.3109
1411|368|279.311
