2|0|0
3|0.0505158733138421|0.032339411208587
6|0.151545913791493|0.0970281220962803
7|0.200048309792253|0.218286639043472
10|0|0
13|0|0
14|0|0
15|0|0
16|0|0
20|0|0
22|0.0690991157948192|8.2933024823526
25|0.854947989273066|0.742699890249417
26|0|0
28|0.609242294634016|0.375133756900284
31|0.149587404123112|0.194564203938795
32|0.130788483234892|0.0879187252533762
33|0.123863305817861|0.0849139367950078
34|0.145924187124906|0.192099122181907
35|0.0546681573270282|2.54193902642294
36|0.0533745299623809|2.54527097968429
