344|33|353|354|134.265346346557|0.000190916720829358
345|33|354|355|150.673544672557|0.000198940864348145
346|33|355|356|21.0485334637897|0.000209645767809573
347|33|356|357|21.0073005545976|0.000222787441112566
348|33|357|358|20.9931223776299|0.000237335223967209
349|33|358|359|24.5154528845869|0.000253152090405141
350|33|359|360|22.440218177712|0.000270583961052676
351|34|361|362|4.99041825060448|0.000161137337822362
352|34|362|363|5.00380679901479|0.000212783238622694
353|34|363|364|61.9917028751435|0.00020687913699554
354|34|364|365|61.9099823236087|0.00022960330283623
355|34|365|366|101.945500178494|0.000257186270926389
356|34|366|367|142.042932299509|0.000291558035432991
357|34|367|368|221.965424566327|0.000341104127771523
358|35|369|370|42.5003965054418|0.000172713607160451
359|35|370|371|2.49899133871114|0.000247306257902148
360|35|371|372|7.60060959085992|0.000260750148971673
361|35|372|373|134.948014943479|0.000547614122612968
362|35|373|374|134.26491165621|0.0010001989545747
363|35|374|375|150.673087065134|0.00151748260332922
364|35|375|376|21.0487070791281|0.00180909269829317
365|35|376|377|21.0070753671421|0.00188831439627882
366|35|377|378|20.9929859188018|0.00196784724262635
367|35|378|379|24.5155897234536|0.00205354346246165
368|35|379|380|22.4401094276445|0.0021417035597447
369|36|381|382|42.5004257598121|0.000170887780750889
370|36|382|383|2.49898046630013|0.000244737426565772
371|36|383|384|7.60064034234953|0.000259322851539974
372|36|384|385|134.94798286233|0.000547511058482499
373|36|385|386|134.264916873915|0.00100031431372083
374|36|386|387|150.673092292895|0.00151746621833143
375|36|387|388|21.0487140568917|0.00180909690041454
376|36|388|389|21.0070735788976|0.00188855820101004
377|36|389|390|20.9929698114304|0.00196829391123137
378|36|390|391|24.5155933506214|0.00205427385962302
379|36|391|392|22.4401221369534|0.00214284534475373
